S.NO.,Product Name ,Product Specifications,Manufacture,Qty,Price,GST
343,DISSECTING AND TISSUE FORCEPS STANDARD (SEREATED),"16cm/6 1/4""",,1,184.8,12%
344,DISSECTING AND TISSUE FORCEPS STANDARD (SEREATED),"18cm/ 7""",,1,211.2,12%
345,DISSECTING AND TISSUE FORCEPS STANDARD (SEREATED),"20cm/ 8""",,1,211.2,12%
346,DISSECTING AND TISSUE FORCEPS STANDARD (SEREATED),"25cm/ 10""",,1,290.4,12%
347,DISSECTING AND TISSUE FORCEPS STANDARD (SEREATED),"30cm/ 12""",,1,330,12%
348,STILLE (SEREATED),"16cm/6 1/4""",,1,184.8,12%
349,STILLE (SEREATED),"18cm/ 7""",,1,211.2,12%
350,STILLE (SEREATED),"20cm/ 8""",,1,211.2,12%
351,SEMKEN,"12.5cm/ 5""",,1,184.8,12%
352,SEMKEN,"15cm/ 6""",,1,211.2,12%
353,POTTS-SMITH,"18cm/ 7""",,1,211.2,12%
354,POTTS-SMITH,"21cm/8 1/4""",,1,211.2,12%
355,POTTS-SMITH,"25cm/ 10""",,1,290.4,12%
356,STANDARD TISSUE (1:2 TEETH),"10.5cm/4 1/4""",,1,184.8,12%
357,STANDARD TISSUE (1:2 TEETH),"13cm/ 5""",,1,184.8,12%
358,STANDARD TISSUE (1:2 TEETH),"16cm/6 1/4""",,1,184.8,12%
359,STILLE TISSUE (1:2 TEETH),"16cm/6 1/4""",,1,184.8,12%
360,STILLE TISSUE (1:2 TEETH),"18cm/ 7""",,1,211.2,12%
361,STILLE TISSUE (1:2 TEETH),"20cm/ 8""",,1,211.2,12%
362,SEMKEN TISSUE (1:2 TEETH),"12.5cm/ 5""",,1,184.8,12%
363,SEMKEN TISSUE (1:2 TEETH),"15cm/ 6""",,1,184.8,12%
364,POTTS-SMITH TISSUE (1:2 TEETH),"18cm/ 7""",,1,211.2,12%
365,POTTS-SMITH TISSUE (1:2 TEETH),"21cm/8 1/4""",,1,211.2,12%
366,POTTS-SMITH TISSUE (1:2 TEETH),"25cm/10""",,1,290.4,12%
367,ADSON (CROSS SERRATION),"12cm/ 5""",,1,184.8,12%
368,ADSON,"10cm/ 4""",,1,184.8,12%
369,ADSON,"12cm/ 5""",,1,184.8,12%
370,ADSON,"15cm/ 6""",,1,211.2,12%
371,MICRO-ADSON,"12cm/ 5""",,1,184.8,12%
372,MINI MICRO-ADSON (CROSS SERRATION),"12cm/ 5""",,1,184.8,12%
373,ADSON TISSUE (CROSS SERRATION) (1:2 TEETH),"12cm/4 3/4""",,1,184.8,12%
374,ADSON TISSUE (1:2 TEETH),"10cm/ 4""",,1,184.8,12%
375,ADSON TISSUE (1:2 TEETH),"12cm/ 5""",,1,184.8,12%
376,ADSON TISSUE (1:2 TEETH),"15cm/ 6""",,1,211.2,12%
377,MICRO-ADSON TISSSUE (1:2 TEETH),"12cm/ 5""",,1,184.8,12%
378,TAYLOR STR,"17.5cm/ 7""",,1,211.2,12%
379,GRUENWALD BAYONET SHAPED,"15cm/ 6""",,1,330,12%
380,GRUENWALD BAYONET SHAPED,"18cm/ 7""",,1,462,12%
381,GRUENWALD BAYONET SHAPED,"20cm/ 8""",,1,462,12%
382,CUSHING STR WITH SCRAPER END,"17.5cm/ 7""",,1,290.4,12%
383,GERALD STR,"18cm/ 7""",,1,330,12%
384,TAYLOR TISSUE STR (1:2 TEETH),"17.5cm/ 7""",,1,330,12%
385,GRUENWALD TISSUE (1:2 TEETH) BAYONET SHAPED,"15cm/ 6""",,1,330,12%
386,GRUENWALD TISSUE (1:2 TEETH) BAYONET SHAPED,"18cm/ 7""",,1,462,12%
387,GRUENWALD TISSUE (1:2 TEETH) BAYONET SHAPED,"20cm/ 8""",,1,462,12%
388,CUSHING TISSUE STR (1: TEETH) WITH SCRAPEREND,"17.5cm/ 7""",,1,330,12%
389,SINGLEY-TUTTLE LUNG DISSECTING FORCEPS,"23cm/ 9""",,1,726,12%
390,NELSON LUNG DISSECTING FORCEPS,"23cm/ 9""",,1,726,12%
391,MAYO-RUSS,"23cm/ 9""",,1,726,12%
392,DENIS-BROWNE INTESTINAL FORCEPS,"19cm/7 1/2""",,1,726,12%
393,TROELTSCH,"14cm/5 1/2""",,1,594,12%
394,GRAEFE MULTI TOOTH,"11cm/4 1/2""",,1,726,12%
395,BEER (CILIA FORCEPS),"8.5cm/3 3/8""",,1,726,12%
396,ADLERKREUTZ 2:3 TEETH,"15cm/ 6""",,1,462,12%
397,ADLERKREUTZ 2:3 TEETH,"20cm/ 8""",,1,594,12%
398,ADLERKREUTZ 4:5 TEETH,"15cm/ 6""",,1,594,12%
399,ADLERKREUTZ 4:5 TEETH,"20cm/ 8""",,1,726,12%
400,GILLIES CROSS SEREATION (1:2 TEETH),"15cm/ 6""",,1,462,12%
401,BONNEY (1:2 TEETH),"18cm/ 7""",,1,858,12%
402,McINDOE,"15cm/ 6""",,1,462,12%
403,McINDOE (1:2 TEETH),"15cm/ 6""",,1,462,12%
404,RUSS. MODELL,"15cm/ 6""",,1,594,12%
405,RUSS. MODELL,"20cm/ 8""",,1,726,12%
406,RUSS. MODELL,"25cm/ 10""",,1,858,12%
407,MICRO FORCEPS 0.2mm,"11cm/ 4""",,1,330,12%
408,MICRO FORCEPS 0.15mm,"11cm/ 4""",,1,330,12%
409,MICRO FORCEPS 0.3mm ANGLED,"11cm/ 4""",,1,330,12%
410,MICRO FORCEPS 0.2mm CVD,"11.5cm/4 1/2""",,1,330,12%
411,MICRO FORCEPS 0.4mm 1x2 TEETH,"11.5cm/4 1/2""",,1,330,12%
412,MICRO FORCEPS 0.3mm,"13.5cm/5 1/4""",,1,330,12%
413,MICRO FORCEPS 0.4mm 1x2 TEETH,"13.5cm/5 1/4""",,1,330,12%
414,De BAKEY (1.5mm),"16cm/6 1/4""",,1,1518,12%
415,De BAKEY (1.5mm),"20cm/ 8""",,1,1650,12%
416,De BAKEY (1.5mm),"24cm/9 1/4""",,1,1914,12%
417,De BAKEY (2.0mm),"16cm/6 1/4""",,1,1518,12%
418,De BAKEY (2.0mm),"20cm/ 8""",,1,1650,12%
419,De BAKEY (2.0mm),"24cm/9 1/4""",,1,1914,12%
420,De BAKEY (2.7mm),"16cm/6 1/4""",,1,1518,12%
421,De BAKEY (2.7mm),"20cm/ 8""",,1,1650,12%
422,De BAKEY (2.7mm),"24cm/9 1/4""",,1,1914,12%
423,De BAKEY ANGLED (2.0mm),"16cm/6 1/4""",,1,1518,12%
424,De BAKEY ANGLED (2.0mm),"20cm/ 8""",,1,1650,12%
425,De BAKEY ANGLED (2.0mm),"24cm/9 1/4""",,1,1914,12%
426,De BAKEY (3.5mm),"16cm/6 1/4""",,1,1518,12%
427,De BAKEY (3.5mm),"20cm/ 8""",,1,1650,12%
428,De BAKEY (3.5mm),"24cm/9 1/4""",,1,1914,12%
429,MICRO SUTURE TYING FORCEPS WITH PLATFORM (STR)  (0.3mm),"12cm/4 3/4""",,1,858,12%
430,MICRO SUTURE TYING FORCEPS WITH PLATFORM (CVD) (0.3mm),"12cm/4 3/4""",,1,858,12%
431,MICRO SUTURE TYING FORCEPS WITH PLATFORM (STR) (0.3mm),"15cm/ 6""",,1,858,12%
432,MICRO SUTURE TYING FORCEPS WITH PLATFORM (CVD) (0.3mm),"15cm/ 6""",,1,858,12%
433,MICRO SUTURE TYING FORCEPS WITH PLATFORM (STR) (0.6mm),"18cm/ 7""",,1,990,12%
434,MICRO SUTURE TYING FORCEPS WITH PLATFORM (CVD) (0.6mm),"18cm/ 7""",,1,990,12%
435,MICRO SUTURE TYING FORCEPS WITH PLATFORM (STR)(0.6mm),"23cm/ 9""",,1,1254,12%
436,MICRO SCISSORS (VANNAS STR),"8cm/3""",,1,990,12%
437,VANNAS CVD,"8cm/3""",,1,990,12%
438,VANNAS ANGLED,"8cm/3""",,1,990,12%
439,CASTROVIEJO STR,"11cm/4""",,1,990,12%
440,CASTROVIEJO CVD,"11cm/4""",,1,990,12%
441,MICRO DISSECTING SCISSORS SHARP POINTED STR,"16cm/6 1/4""",,1,1254,12%
442,MICRO DISSECTING SCISSORS SHARP POINTED CVD,"16cm/6 1/4""",,1,1254,12%
443,MICRO DISSECTING SCISSORS BLUNT POINTED CVD,"16cm/6 1/4""",,1,1254,12%
444,MICRO SUTURE TYING FORCEPS WITH PLATFORM (1:2 TEETH) STR (0.3mm,"12cm/4 3/4""",,1,858,12%
445,MICRO SUTURE TYING FORCEPS WITH PLATFORM (1:2 TEETH) CVD (0.3mm,"12cm/4 3/4""",,1,858,12%
446,MICRO SUTURE TYING FORCEPS WITH PLATFORM (1:2 TEETH) STR,"(0.3mm) 15cm/ 6""",,1,1650,12%
447,MICRO SUTURE TYING FORCEPS WITH PLATFORM (1:2 TEETH) CVD,"(0.3mm) 15cm/ 6""",,1,1650,12%
448,MICRO SUTURE TYING FORCEPS WITH PLATFORM (1:2 TEETH) STR,"(0.6mm) 18cm/ 7""",,1,1914,12%
449,MICRO SUTURE TYING FORCEPS WITH PLATFORM (1:2 TEETH) CVD,"(0.6mm) 18cm/ 7""",,1,1914,12%
450,MICRO SUTURE TYING FORCEPS WITH PLATFORM (1:2 TEETH) STR,"(0.6mm) 23cm/ 9""",,1,2178,12%
451,MICRO DISSECTING SCISSORS SHARP POINTED  STR,"18cm/7""",,1,1650,12%
452,MICRO DISSECTING SCISSORS SHARP POINTED CVD,"18cm/7""",,1,1650,12%
453,MICRO DISSECTING SCISSORS BLUNT POINTED CVD,"18cm/7""",,1,1650,12%
454,MICRO DISSECTING SCISSORS SHARP POINTED,"18cm/7"" 45?",,1,1650,12%
455,MICRO DISSECTING SCISSORS SHARP POINTED,"18cm/7"" 90?",,1,1650,12%
456,MICRO DISSECTING SCISSORS SHARP POINTED,"18cm/7"" 120?",,1,1650,12%
457,MICRO DISSECTING SCISSORS SHARP POINTED  STR,"23cm/9""",,1,1914,12%
458,MICRO DISSECTING SCISSORS SHARP POINTED CVD,"23cm/9""",,1,1914,12%
459,MICRO DISSECTING SCISSORS BLUNT POINTED CVD,"23cm/9""",,1,1914,12%
460,MICRO DISSECTING SCISSORS SHARP POINTED LIGHTWEIGHT STR,"18.5cm/7 1/4""",,1,1914,12%
461,MICRO DISSECTING SCISSORS SHARP POINTED LIGHTWEIGHT CVD,"18.5cm/7 1/4""",,1,1914,12%
462,YASARGIL SHARP POINTED LIGHTWEIGHT STR,"22.5cm/9""",,1,2442,12%
463,YASARGIL SHARP POINTED LIGHTWEIGHT CVD,"22.5cm/9""",,1,2442,12%
464,MICRO NEEDLE HOLDERS (KALT WITH CATCH),"13.5cm/5 1/4""",,1,0,12%
465,BARRAQUER WITHOUT CATCH STR,"12cm/4 3/4""",,1,1650,12%
466,BARRAQUER WITHOUT CATCH CVD,"12cm/4 3/4""",,1,1650,12%
467,BARRAQUER WITH CATCH STR,"12cm/4 3/4""",,1,1650,12%
468,BARRAQUER WITH CATCH CVD,"12cm/4 3/4""",,1,1650,12%
469,SILCOCK WITH CATCH,"18cm/7""",,1,0,12%
470,CASTROVIEJO WITHOUT CATCH STR,"15cm/6""",,1,1650,12%
471,CASTROVIEJO WITHOUT CATCH CVD,"15cm/6""",,1,1650,12%
472,CASTROVIEJO WITH CATCH STR,"15cm/6""",,1,1650,12%
473,CASTROVIEJO WITH CATCH CVD,"15cm/6""",,1,1650,12%
474,CASTROVIEJO WITHOUT CATCH,"23cm/9""",,1,2442,12%
475,CASTROVIEJO WITH CATCH,"23cm/9""",,1,2442,12%
476,BABY METZENBAUM STR,"11.5cm/4 1/2""",,1,1914,12%
477,METZENBAUM STR,"14.5cm/6""",,1,1914,12%
478,METZENBAUM STR,"18cm/7""",,1,2046,12%
479,METZENBAUM STR,"20.0cm/8""",,1,2178,12%
480,BABY METZENBAUM CVD,"11.5cm/4 1/2""",,1,1914,12%
481,METZENBAUM CVD,"14.5cm/6""",,1,1914,12%
482,METZENBAUM CVD,"18.0cm/7""",,1,2046,12%
483,METZENBAUM CVD,"20.0cm/8""",,1,2178,12%
484,SCISSORS WITH TUNGSTEN CARBIDE INSERTS (MAYO STR ),"14.5cm/6""",,1,1914,12%
485,SCISSORS WITH TUNGSTEN CARBIDE INSERTS (MAYO STR),"17.0cm/7""",,1,2046,12%
486,SCISSORS WITH TUNGSTEN CARBIDE INSERTS (MAYO CVD),"14.5cm/6""",,1,1914,12%
487,SCISSORS WITH TUNGSTEN CARBIDE INSERTS (MAYO CVD),"17.0cm/7""",,1,2046,12%
488,METZENBAUM FINO CVD,"18.0cm/7""",,1,2046,12%
489,METZENBAUM FINO CVD,"20.0cm/8""",,1,2178,12%
490,De BAKEY POTTS SMITH (CARDIO VASCULAR SCISSORS),"23.0cm/9""45?",,1,2178,12%
491,WERTTHEIM STRONGLY CVD (PARAMETRIUM SCISSORS),"23.0cm/9""",,1,2178,12%
492,SIMS CVD (UTERINE SCISSORS),"23.0cm/9""",,1,2178,12%
493,WIRE CUTTING SCISSORS (ONE BLADE SERRATED),"12.0cm/5""",,1,2970,12%
494,WIRE CUTTING PLIER FOR SOFT WIRES UPTO 2.0mm FOR HARD WIRES UPT,"16.0cm/6 1/4""",,1,6930,12%
495,WIRE CUTTING PLIER FOR WIRES UPTO 2.5mm,"22.0cm/8 3/4""",,1,13002,12%
496,POTTS SMITH DISSECTING FORCEP,"15.0cm/6""",,1,184.8,12%
497,POTTS SMITH DISSECTING FORCEP,"18.0cm/7""",,1,211.2,12%
498,POTTS SMITH DISSECTING FORCEP,"20.0cm/8""",,1,211.2,12%
499,POTTS SMITH DISSECTING FORCEP,"23.0cm/9""",,1,290.4,12%
500,WANGENSTEEN DISSECTING FORCEP,"15.0cm/6""",,1,330,12%
501,WANGENSTEEN DISSECTING FORCEP,"23.0cm/9""",,1,594,12%
502,NEEDLE HOLDERS WITH TUNGSTEN CARBIDE INSERTS (DERF),"12.0cm/4 3/4""",,1,1914,12%
503,NEEDLE HOLDERS WITH TUNGSTEN CARBIDE INSERTS (HALSEY),"13.0cm/5""",,1,1914,12%
504,CRILE-WOOD,"16cm/6 1/4""",,1,1914,12%
505,CRILE-WOOD,"18cm/7""",,1,2046,12%
506,CRILE-WOOD,"20cm/8""",,1,2178,12%
507,CRILE-WOOD,"24cm/9 1/2""",,1,2442,12%
508,MAYO HEGAR,"16cm/6 1/4""",,1,1914,12%
509,MAYO HEGAR,"18cm/7""",,1,2046,12%
510,MAYO HEGAR,"20cm/8""",,1,2178,12%
511,MAYO HEGAR,"24cm/9/1/2""",,1,2442,12%
512,DE BAKEY,"18cm/7""",,1,2046,12%
513,DE BAKEY,"20cm/8""",,1,2178,12%
514,DE BAKEY,"23cm/9""",,1,2442,12%
515,DE BAKEY,"26cm/10 1/4""",,1,2970,12%
516,HEGAR,"20cm/8""",,1,2178,12%
517,HEGAR,"24cm/9 1/2""",,1,2442,12%
518,MASSON,"27cm/10 1/2""",,1,2970,12%
519,FORCEPS WITH TUNGSTEN CARBIDE INSERTS (ADSON),"12.0cm/4 3/4""",,1,1518,12%
520,FORCEPS WITH TUNGSTEN CARBIDE INSERTS (ADSON),"15.0cm/6""",,1,1650,12%
521,Mc INDOE DISSECTING FORCEP,"15.0cm/6""",,1,1650,12%
522,CUSHING (WITH DISSECTOR END),"17.5cm/7""",,1,1782,12%
523,CUSHING TAYLOR,"17.5cm/7""",,1,1782,12%
524,BOZEMANN,"20cm/8""",,1,1914,12%
525,HEANEY,"20cm/8""",,1,2178,12%
526,HEANEY,"26cm/10 1/4""",,1,2970,12%
527,FINOCCHIETTO,"27cm/10 1/2""",,1,3366,12%
528,RYDER VASCULAR,"13cm/5""",,1,1914,12%
529,RYDER VASCULAR,"15cm/6""",,1,1914,12%
530,RYDER VASCULAR,"18cm/7""",,1,2046,12%
531,RYDER VASCULAR,"20cm/8""",,1,2178,12%
532,RYDER VASCULAR,"23cm/9""",,1,2442,12%
533,RYDER VASCULAR,"26cm/10 1/4""",,1,2970,12%
534,WANGENSTEIN,"27cm/10 1/2""",,1,3366,12%
535,JACOBSON  STR,"18cm/7""",,1,3366,12%
536,JACOBSON CVD,"18cm/7""",,1,3366,12%
537,DEBAKEY VASCULAR,"18cm/7""",,1,2046,12%
538,DEBAKEY VASCULAR,"20cm/8""",,1,2178,12%
539,DEBAKEY VASCULAR,"23cm/9""",,1,2442,12%
540,GILLIES,"16cm/6 1/4""",,1,3379.2,12%
541,MATHIEU,"17cm/6 1/2""",,1,3795,12%
542,BABCOCK,"16cm/6 1/4""",,1,3003,12%
543,BABCOCK,"20cm/8""",,1,3352.8,12%
544,ALLIS TISSUE,"16cm/6 1/4""",,1,3003,12%
545,ALLIS TISSUE,"20cm/8""",,1,3352.8,12%
546,DUVAL,"20cm/8""",,1,0,12%
547,SKIN RETRACTORS VICKERS,"18.5cm/7""",,1,462,12%
548,VICKERS TWO PRONG,"18.5cm/7""",,1,462,12%
549,VICKERS THREE PRONG,"18.5cm/7""",,1,462,12%
550,GILLIES,"20cm/8""",,1,462,12%
551,GRAEFE,"16cm/6 1/4""",,1,594,12%
552,GUTHRIE,"16cm/6 1/4""",,1,594,12%
553,VOLKMANN SHARP,"16.5cm/6 1/2""",,1,594,12%
554,VOLKMANN BLUNT,"16.5cm/6 1/2""",,1,594,12%
555,VOLKMANN (WITH FLEXIBLE ARM) SHARP         (2 PROGNS),"16cm/6 1/4""",,1,0,12%
556,VOLKMANN (WITH FLEXIBLE ARM) SHARP             (3 PROGNS),"16cm/6 1/4""",,1,0,12%
557,VOLKMANN (WITH FLEXIBLE ARM) SHARP         (4 PRONGS),"16cm/6 1/4""",,1,0,12%
558,VOLKMANN (WITH FLEXIBLE ARM) BLUNT         (2 PROGNS),"16cm/6 1/4""",,1,0,12%
559,VOLKMANN (WITH FLEXIBLE ARM) BLUNT         (3 PROGNS),"16cm/6 1/4""",,1,0,12%
560,VOLKMANN (WITH FLEXIBLE ARM) BLUNT         (4 PRONGS),"16cm/6 1/4""",,1,0,12%
561,DESMARRES No.1,"16cm/6 1/4""",,1,462,12%
562,DESMARRES No.2,"16cm/6 1/4""",,1,462,12%
563,DESMARRES No.3,"16cm/6 1/4""",,1,462,12%
564,DESMARRES (FENESTRATED) No.1,"16cm/6 1/4""",,1,594,12%
565,DESMARRES (FENESTRATED) No.2,"16cm/6 1/4""",,1,594,12%
566,DESMARRES (FENESTRATED) No.3,"16cm/6 1/4""",,1,594,12%
567,MINI-LANGENBECK (10x6mm),"16cm/6 1/4""",,1,594,12%
568,MINI-LANGENBECK (20x6mm),"16cm/6 1/4""",,1,594,12%
569,SENN-GREEN (10x6mm),"16cm/6 1/4""",,1,594,12%
570,SENN-GREEN  (20x6mm),"16cm/6 1/4""",,1,594,12%
571,MICRO RETRACTOR,"16cm/6 1/4""",,1,594,12%
572,SENN-MUELLER SHARP,"16cm/6 1/4""",,1,594,12%
573,SEEN-MUELLER BLUNT,"16cm/6 1/4""",,1,594,12%
574,CUSHING (No.1),"24cm/9 1/2""",,1,594,12%
575,CUSHING (No.2),"24cm/9 1/2""",,1,594,12%
576,CUSHING (No.3),"24cm/9 1/2""",,1,594,12%
577,BABCOCK,"16cm/6 1/4""",,1,3003,12%
578,BABCOCK,"20cm/8""",,1,3352.8,12%
579,ALLIS TISSUE,"16cm/6 1/4""",,1,3003,12%
580,ALLIS TISSUE,"20cm/8""",,1,3352.8,12%
581,DUVAL,"20cm/8""",,1,0,12%
582,VOLKMANN (SHARP) 1 PRONG,"22cm/8 3/4""",,1,726,12%
583,VOLKMANN (SHARP) 2 PRONG,"22cm/8 3/4""",,1,726,12%
584,VOLKMANN (SHARP) 3 PRONG,"22cm/8 3/4""",,1,726,12%
585,VOLKMANN (SHARP) 4 PRONG,"22cm/8 3/4""",,1,726,12%
586,VOLKMANN (BLUNT) 1 PRONG,"22cm/8 3/4""",,1,726,12%
587,VOLKMANN (BLUNT) 2 PRONG,"22cm/8 3/4""",,1,726,12%
588,VOLKMANN (BLUNT) 3 PRONG,"22cm/8 3/4""",,1,726,12%
589,VOLKMANN (BLUNT) 4 PRONG,"22cm/8/3/4""",,1,726,12%
590,GIL-VERNET HILAR RETRACTOR   (8mm),"20cm/8""",,1,594,12%
591,GIL-VERNET HILAR RETRACTOR (15mm),"20cm/8""",,1,594,12%
592,GIL-VERNET HILAR RETRACTOR (20mm),"20cm/8""",,1,594,12%
593,GIL-VERNET HILAR RETRACTOR (23mm),"20cm/8""",,1,594,12%
594,GIL-VERNET VEIN RETRACTOR  (8mm),"30cm/12""",,1,726,12%
595,GIL-VERNET VEIN RETRACTOR  (15mm),"30cm/12""",,1,726,12%
596,GIL-VERNET VEIN RETRACTOR  (20mm),"30cm/12""",,1,726,12%
597,GIL-VERNET VEIN RETRACTOR  (23mm),"30cm/12""",,1,726,12%
598,"DOYEN (WITH RING HANDLE)(2"")","22cm/8 1/2""",,1,726,12%
599,"DOYEN (WITH RING HANDLE)(2 1/2"")","22cm/8 1/2""",,1,726,12%
600,"DOYEN (WITH RING HANDLE)(3"")","22cm/8 1/2""",,1,726,12%
601,"DOYEN (WITH RING HANDLE)(3 1/2"")","22cm/8 1/2""",,1,726,12%
602,"DOYEN (WITH RING HANDLE)(4"")","22cm/8 1/2""",,1,726,12%
603,"MORRIS (WITH RING HANDLE)(2"")","22cm/8 1/2""",,1,726,12%
604,"MORRIS (WITH RING HANDLE) (2 1/2"")","22cm/8 1/2""",,1,726,12%
605,"MORRIS (WITH RING HANDLE)(3"")","22cm/8 1/2""",,1,726,12%
606,"MORRIS (WITH RING HANDLE) (3 1/2"")","22cm/8 1/2""",,1,726,12%
607,"MORRIS (WITH RING HANDLE)(4"")","22cm/8 1/2""",,1,726,12%
608,"DOYEN (WITH ALUMINIUM HANDLE) (2"")",,,1,726,12%
609,"DOYEN (WITH ALUMINIUM HANDLE) (2 1/2"")",,,1,726,12%
610,"DOYEN (WITH ALUMINIUM HANDLE)(3"")",,,1,726,12%
611,"DOYEN (WITH ALUMINIUM HANDLE)(3 1/2"")",,,1,726,12%
612,"DOYEN (WITH ALUMINIUM HANDLE) (4"")",,,1,726,12%
613,"FRITSCH  (2 1/2"")","22cm/8 1/2""",,1,726,12%
614,"FRITSCH  (3"")","22cm/8 1/2""",,1,726,12%
615,"FRITSCH  (3 1/2"")","22cm/8 1/2""",,1,726,12%
616,RICHARDSON-EASTMANN,(NO.1),,1,462,12%
617,RICHARDSON-EASTMANN,(NO.2),,1,462,12%
618,RETRACTORS DEAVER (MINI LAP),NO.1,,1,462,12%
619,RETRACTORS DEAVER (MINI LAP),NO.2,,1,462,12%
620,RETRACTORS DEAVER (MINI LAP),NO.3,,1,462,12%
621,"DEAVER(1"")","30cm/12""",,1,726,12%
622,"DEAVER (1 1/2"")","30cm/12""",,1,726,12%
623,"DEAVER (2"")","30cm/12""",,1,726,12%
624,"DEAVER (2 1/2"")","30cm/12""",,1,726,12%
625,"DEAVER (3"")","30cm/12""",,1,726,12%
626,"DEAVER MD. (1"")","30cm/12""",,1,726,12%
627,"DEAVER MD. (1 1/2"")","30cm/12""",,1,726,12%
628,"DEAVER MD. (2"")","30cm/12""",,1,726,12%
629,"DEAVER MD. (2 1/2"")","30cm/12""",,1,726,12%
630,"DEAVER MD. (3"")","30cm/12""",,1,726,12%
631,LANGENBECK (6x25mm),"22cm/8 1/2""",,1,726,12%
632,LANGENBECK (8x35mm),"22cm/8 1/2""",,1,726,12%
633,LANGENBECK  (11x35mm),"22cm/8 1/2""",,1,726,12%
634,LANGENBECK (15x35mm),"22cm/8 1/2""",,1,726,12%
635,LANGENBECK (11x41mm),"22cm/8 1/2""",,1,726,12%
636,LANGENBECK (11x55mm),"22cm/8 1/2""",,1,726,12%
637,LANGENBECK  (14x70mm),"22cm/8 1/2""",,1,726,12%
638,LANGENBECK (12x80mm),"22cm/8 1/2""",,1,726,12%
639,LANGENBECK (16x80mm),"22cm/8 1/2""",,1,726,12%
640,BABY ROUX (24x20/20x28mm),"15cm/6""",,1,462,12%
641,ROUX (24x20/20x28mm),"15cm/6""",,1,462,12%
642,ROUX (29x26x/36x36mm),"16cm/6 1/4""",,1,462,12%
643,ROUX (33x29/38x43mm),"17cm/6 3/4""",,1,462,12%
644,PARKER(22x15/22x15mm),"13.5cm/5 1/4""",,1,462,12%
645,PARKER (19x15/19x15mm),"14cm/5 1/2""",,1,462,12%
646,FARABEUF (23x16/26x16mm),"15cm/6""",,1,462,12%
647,FARABEUF (27x16/30x16mm),"16cm/6 1/4""",,1,462,12%
648,COLLIN HARTMANN,"14cm/5 1/2""",,1,0,12%
649,CZERNY,"15cm/6""",,1,462,12%
650,CZERNY,"18cm/7""",,1,462,12%
651,CZERNY,"20cm/8""",,1,462,12%
652,CANNY RYAL'S,"18cm/7""",,1,0,12%
653,MATHIEU (47x13/42x25mm),"20cm/8""",,1,462,12%
654,MATHIEU (47x13/42x25mm),"20cm/8""",,1,462,12%
